OBJECTID,REPORTNO,STATUS,ADDRTYPE,LOCATION,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,HITPARKEDCAR,LOCATION_PROCESSED
584,REPORT584,STATUS2,ADDRTYPE2,"873 Jackson Stravenue Apt. 805
Saratown, FL 49987",Cycles,1.0,1.0,0.0,2.0,3,1,0,2023-08-07,2023-03-24 03:25:08,Fog/Smog/Smoke,Sand/Mud/Dirt,Dark - No Street Lights,Y,Y,"873 Jackson Stravenue Apt . 805 Saratown , FL 49987"
585,REPORT585,STATUS3,ADDRTYPE1,"00354 Nichole Inlet
West Laurenhaven, PR 38677",Angles,2.0,2.0,0.0,1.0,3,0,0,2024-01-08,2023-08-08 03:25:08,Other,Standing Water,Dusk,Y,N,"00354 Nichole Inlet West Laurenhaven , PR 38677"
586,REPORT586,STATUS3,ADDRTYPE1,"595 Davis Fort Apt. 118
West Michaelberg, MN 81493",Cycles,3.0,2.0,0.0,3.0,0,0,1,2023-04-28,2023-07-18 03:25:08,Overcast,Other,Unknown,N,Y,"595 Davis Fort Apt . 118 West Michaelberg , MN 81493"
587,REPORT587,STATUS1,ADDRTYPE2,"70141 Stewart Village Apt. 212
Port Jonathanborough, WI 01594",Rear Ended,2.0,2.0,0.0,1.0,0,1,0,2023-07-19,2023-11-12 03:25:08,Fog/Smog/Smoke,Oil,Dark - Street Lights On,N,N,"70141 Stewart Village Apt . 212 Port Jonathanborough , WI 01594"
588,REPORT588,STATUS3,ADDRTYPE3,"9333 William Corners Apt. 207
South Kelly, MA 93103",Cycles,1.0,1.0,1.0,3.0,1,1,1,2023-05-26,2023-09-22 03:25:08,Blowing Sand/Dirt,Standing Water,Other,Y,Y,"9333 William Corners Apt . 207 South Kelly , MA 93103"
589,REPORT589,STATUS3,ADDRTYPE1,"93989 Daniel Lodge
North Kimberlymouth, IN 77888",Parked Car,2.0,2.0,1.0,1.0,0,0,0,2023-04-30,2023-11-15 03:25:08,Unknown,Sand/Mud/Dirt,Dark - No Street Lights,Y,Y,"93989 Daniel Lodge North Kimberlymouth , IN 77888"
590,REPORT590,STATUS2,ADDRTYPE1,"8564 Andrew Plains
South Samanthahaven, TN 23148",Pedestrian,3.0,2.0,0.0,2.0,3,0,1,2023-03-01,2023-07-28 03:25:08,Snowing,Oil,Dark - Street Lights On,N,Y,"8564 Andrew Plains South Samanthahaven , TN 23148"
591,REPORT591,STATUS2,ADDRTYPE1,"307 Miller Shoal Apt. 742
Williamstad, NV 54865",Cycles,4.0,1.0,1.0,2.0,2,0,0,2023-10-30,2023-11-21 03:25:08,Raining,Dry,Dusk,N,N,"307 Miller Shoal Apt . 742 Williamstad , NV 54865"
592,REPORT592,STATUS3,ADDRTYPE2,"9340 Andrade Course
North Michaelborough, PR 14592",Rear Ended,5.0,2.0,0.0,1.0,2,1,1,2023-02-25,2023-04-21 03:25:08,Other,Other,Dark - No Street Lights,N,Y,"9340 Andrade Course North Michaelborough , PR 14592"
593,REPORT593,STATUS1,ADDRTYPE3,"PSC 3199, Box 4160
APO AA 97854",Cycles,1.0,1.0,0.0,2.0,2,1,0,2024-01-06,2023-10-01 03:25:08,Other,Other,Dusk,N,N,"PSC 3199 , Box 4160 APO AA 97854"
594,REPORT594,STATUS2,ADDRTYPE3,"7028 Kyle Tunnel Suite 967
Nathanielhaven, MS 15339",Sideswipe,3.0,0.0,0.0,1.0,1,1,0,2023-10-22,2023-05-24 03:25:08,Severe Crosswind,Other,Other,Y,N,"7028 Kyle Tunnel Suite 967 Nathanielhaven , MS 15339"
595,REPORT595,STATUS2,ADDRTYPE3,"33691 Bradford Ports Suite 254
South Randyton, IN 24604",Rear Ended,3.0,0.0,0.0,3.0,3,1,1,2023-08-18,2023-04-14 03:25:08,Severe Crosswind,Other,Dawn,Y,N,"33691 Bradford Ports Suite 254 South Randyton , IN 24604"
596,REPORT596,STATUS1,ADDRTYPE3,"9477 Long Creek
Thompsonport, PA 96303",Pedestrian,2.0,2.0,0.0,3.0,2,1,1,2024-02-18,2023-06-12 03:25:08,Severe Crosswind,Sand/Mud/Dirt,Daylight,Y,Y,"9477 Long Creek Thompsonport , PA 96303"
597,REPORT597,STATUS2,ADDRTYPE3,"USNS Manning
FPO AE 32899",Sideswipe,1.0,0.0,1.0,2.0,1,1,0,2023-11-07,2023-05-30 03:25:08,Raining,Unknown,Other,Y,N,USNS Manning FPO AE 32899
598,REPORT598,STATUS3,ADDRTYPE2,"3613 James Unions
New Jeremy, SC 27653",Rear Ended,4.0,0.0,0.0,2.0,2,0,0,2024-02-11,2023-07-13 03:25:08,Clear,Sand/Mud/Dirt,Other,N,Y,"3613 James Unions New Jeremy , SC 27653"
599,REPORT599,STATUS3,ADDRTYPE2,"34956 Valerie View Apt. 039
Lake Pamela, NM 88783",Other,4.0,1.0,1.0,3.0,0,0,0,2023-08-18,2023-12-26 03:25:08,Raining,Sand/Mud/Dirt,Other,N,Y,"34956 Valerie View Apt . 039 Lake Pamela , NM 88783"
600,REPORT600,STATUS3,ADDRTYPE3,"37219 Adam Shores Apt. 109
Nicholasside, UT 30692",Angles,5.0,1.0,1.0,2.0,0,0,1,2023-05-10,2023-03-08 03:25:08,,,,N,N,"37219 Adam Shores Apt . 109 Nicholasside , UT 30692"
601,REPORT601,STATUS2,ADDRTYPE3,"94500 Bradley Grove Apt. 533
Lake Gary, AZ 43558",Rear Ended,5.0,2.0,1.0,3.0,1,1,0,2023-06-22,2024-01-25 03:25:08,Sleet/Hail/Freezing Rain,Oil,Dark - Street Lights On,Y,Y,"94500 Bradley Grove Apt . 533 Lake Gary , AZ 43558"
602,REPORT602,STATUS2,ADDRTYPE2,"65387 Megan Glen
New Joelton, MO 63459",Pedestrian,2.0,1.0,1.0,3.0,1,0,0,2023-12-13,2023-03-26 03:25:08,Fog/Smog/Smoke,Unknown,Unknown,N,N,"65387 Megan Glen New Joelton , MO 63459"
603,REPORT603,STATUS2,ADDRTYPE2,"79410 Wendy Island Suite 941
New Kimberlychester, CA 31652",Left Turn,1.0,2.0,1.0,1.0,1,1,0,2023-12-25,2023-10-15 03:25:08,Sleet/Hail/Freezing Rain,Standing Water,Daylight,Y,N,"79410 Wendy Island Suite 941 New Kimberlychester , CA 31652"
604,REPORT604,STATUS2,ADDRTYPE3,"98592 Gardner Radial
Gregoryhaven, MT 24747",Angles,4.0,2.0,1.0,1.0,1,1,0,2024-01-20,2023-12-25 03:25:08,Fog/Smog/Smoke,Snow/Slush,Other,N,Y,"98592 Gardner Radial Gregoryhaven , MT 24747"
605,REPORT605,STATUS3,ADDRTYPE3,"90917 Powell Grove Apt. 005
Lake Kelliefurt, AK 35763",Rear Ended,1.0,1.0,0.0,3.0,2,0,0,2023-08-25,2023-10-30 03:25:08,Snowing,Standing Water,Daylight,Y,Y,"90917 Powell Grove Apt . 005 Lake Kelliefurt , AK 35763"
606,REPORT606,STATUS1,ADDRTYPE2,"24217 Christy Village Apt. 577
Lake Sydneyhaven, AR 91398",Angles,2.0,2.0,1.0,3.0,1,0,1,2023-08-19,2023-12-23 03:25:08,,,,Y,Y,"24217 Christy Village Apt . 577 Lake Sydneyhaven , AR 91398"
607,REPORT607,STATUS3,ADDRTYPE1,"0317 Jesse Terrace Apt. 104
New Samantha, IA 95545",Cycles,1.0,0.0,0.0,1.0,1,1,1,2023-12-10,2024-01-23 03:25:08,Overcast,Wet,Other,N,Y,"0317 Jesse Terrace Apt . 104 New Samantha , IA 95545"
608,REPORT608,STATUS2,ADDRTYPE3,"8926 Kevin Pass
Juliamouth, IN 82049",Rear Ended,1.0,0.0,0.0,3.0,1,0,1,2023-09-22,2024-02-01 03:25:08,Overcast,Sand/Mud/Dirt,Unknown,Y,Y,"8926 Kevin Pass Juliamouth , IN 82049"
609,REPORT609,STATUS3,ADDRTYPE1,"58697 Stephens Mountains Suite 838
Michaelburgh, MD 45258",Sideswipe,1.0,0.0,0.0,3.0,0,0,1,2023-06-29,2023-05-01 03:25:08,,,,Y,Y,"58697 Stephens Mountains Suite 838 Michaelburgh , MD 45258"
610,REPORT610,STATUS1,ADDRTYPE3,"66365 Wilson Drive Suite 945
Vasquezmouth, DE 77473",Pedestrian,2.0,1.0,1.0,3.0,3,1,1,2023-12-08,2023-10-06 03:25:08,Blowing Sand/Dirt,Other,Dark - No Street Lights,N,Y,"66365 Wilson Drive Suite 945 Vasquezmouth , DE 77473"
611,REPORT611,STATUS3,ADDRTYPE3,"001 Owens Drive Suite 443
Kevinchester, NJ 73239",Parked Car,2.0,0.0,1.0,2.0,0,0,1,2023-05-13,2023-10-20 03:25:08,Raining,Wet,Dark - Street Lights On,N,N,"001 Owens Drive Suite 443 Kevinchester , NJ 73239"
612,REPORT612,STATUS1,ADDRTYPE3,"912 Rose Cape
South Cindy, PR 86760",Parked Car,2.0,2.0,0.0,1.0,0,0,1,2023-07-19,2024-01-17 03:25:08,Overcast,Ice,Dawn,Y,Y,"912 Rose Cape South Cindy , PR 86760"
613,REPORT613,STATUS2,ADDRTYPE3,"3860 Michael Ranch
New Kimberly, IL 72100",Pedestrian,4.0,2.0,1.0,3.0,0,1,1,2023-10-18,2023-05-23 03:25:08,Clear,Oil,Dawn,Y,Y,"3860 Michael Ranch New Kimberly , IL 72100"
614,REPORT614,STATUS3,ADDRTYPE1,"28458 Mcclure Meadow Suite 734
South Sandrachester, NJ 77052",Left Turn,3.0,2.0,0.0,3.0,3,1,1,2023-11-04,2023-12-30 03:25:08,Severe Crosswind,Other,Daylight,N,N,"28458 Mcclure Meadow Suite 734 South Sandrachester , NJ 77052"
615,REPORT615,STATUS3,ADDRTYPE2,"884 Jaime Road Apt. 270
West Shaneport, AL 66353",Pedestrian,1.0,1.0,0.0,2.0,3,1,1,2023-10-28,2023-10-01 03:25:08,Severe Crosswind,Snow/Slush,Other,N,N,"884 Jaime Road Apt . 270 West Shaneport , AL 66353"
616,REPORT616,STATUS3,ADDRTYPE2,"9531 Benton Greens Suite 977
New Meganbury, MA 56488",Cycles,5.0,0.0,1.0,2.0,0,1,0,2024-01-22,2023-10-27 03:25:08,Other,Snow/Slush,Dark - Street Lights Off,Y,Y,"9531 Benton Greens Suite 977 New Meganbury , MA 56488"
617,REPORT617,STATUS3,ADDRTYPE1,"17556 Carrie Hollow Suite 104
Johnathanville, AK 80734",Pedestrian,5.0,1.0,1.0,3.0,1,1,1,2023-12-11,2023-04-08 03:25:08,Sleet/Hail/Freezing Rain,Other,Unknown,N,N,"17556 Carrie Hollow Suite 104 Johnathanville , AK 80734"
618,REPORT618,STATUS2,ADDRTYPE2,"1400 Lewis Ridges
Vazquezmouth, CA 73017",Pedestrian,3.0,2.0,0.0,1.0,0,1,1,2023-12-21,2023-02-26 03:25:08,Fog/Smog/Smoke,Sand/Mud/Dirt,Dark - Street Lights Off,N,Y,"1400 Lewis Ridges Vazquezmouth , CA 73017"
619,REPORT619,STATUS1,ADDRTYPE2,"00531 Brian Pass Apt. 285
North Sandra, NY 96845",Angles,1.0,0.0,0.0,2.0,0,1,1,2023-02-28,2023-07-27 03:25:08,Other,Sand/Mud/Dirt,Dusk,N,N,"00531 Brian Pass Apt . 285 North Sandra , NY 96845"
620,REPORT620,STATUS1,ADDRTYPE2,"849 Martin Orchard Suite 303
East Jose, MS 23085",Parked Car,1.0,0.0,0.0,1.0,0,0,0,2023-02-24,2023-08-03 03:25:08,Sleet/Hail/Freezing Rain,Dry,Other,Y,N,"849 Martin Orchard Suite 303 East Jose , MS 23085"
621,REPORT621,STATUS3,ADDRTYPE2,"PSC 8572, Box 4774
APO AE 35168",Left Turn,1.0,0.0,1.0,2.0,3,0,1,2023-12-08,2023-08-02 03:25:08,,,,N,Y,"PSC 8572 , Box 4774 APO AE 35168"
622,REPORT622,STATUS2,ADDRTYPE2,"9018 Curtis Oval
Alvaradoland, MH 75236",Angles,2.0,1.0,1.0,2.0,0,1,1,2023-08-10,2023-12-30 03:25:08,Blowing Sand/Dirt,Unknown,Dawn,N,N,"9018 Curtis Oval Alvaradoland , MH 75236"
623,REPORT623,STATUS1,ADDRTYPE3,"80845 Combs Street
Lloydbury, DE 09335",Parked Car,4.0,0.0,0.0,1.0,2,1,0,2024-02-06,2023-10-30 03:25:08,Severe Crosswind,Other,Dark - No Street Lights,Y,Y,"80845 Combs Street Lloydbury , DE 09335"
624,REPORT624,STATUS1,ADDRTYPE1,"87052 Donna Roads Apt. 375
Helenview, GA 69813",Pedestrian,2.0,1.0,0.0,3.0,0,1,0,2023-02-28,2023-03-02 03:25:08,Snowing,Standing Water,Dusk,N,N,"87052 Donna Roads Apt . 375 Helenview , GA 69813"
625,REPORT625,STATUS1,ADDRTYPE2,"192 Hebert Lodge
South Kathleen, MH 89733",Parked Car,1.0,0.0,0.0,1.0,0,0,1,2023-07-17,2023-10-05 03:25:08,Raining,Standing Water,Dark - Street Lights Off,N,Y,"192 Hebert Lodge South Kathleen , MH 89733"
626,REPORT626,STATUS1,ADDRTYPE2,"USS Chapman
FPO AA 59881",Other,3.0,2.0,1.0,3.0,2,1,1,2023-08-13,2023-06-11 03:25:08,,,,N,N,USS Chapman FPO AA 59881
627,REPORT627,STATUS1,ADDRTYPE2,"387 Katrina Summit
Grayshire, VT 72129",Rear Ended,1.0,1.0,0.0,3.0,0,0,0,2024-01-23,2023-11-06 03:25:08,Snowing,Snow/Slush,Dark - No Street Lights,Y,Y,"387 Katrina Summit Grayshire , VT 72129"
628,REPORT628,STATUS1,ADDRTYPE3,"6368 Wendy Ports Suite 662
East Samantha, MT 88559",Rear Ended,1.0,0.0,0.0,2.0,0,1,0,2023-02-25,2023-11-24 03:25:08,Sleet/Hail/Freezing Rain,Oil,Daylight,N,N,"6368 Wendy Ports Suite 662 East Samantha , MT 88559"
629,REPORT629,STATUS2,ADDRTYPE2,"729 Stephanie Run
East Scott, UT 64399",Sideswipe,4.0,1.0,1.0,2.0,0,1,0,2023-12-27,2023-11-07 03:25:08,Other,Sand/Mud/Dirt,Daylight,N,Y,"729 Stephanie Run East Scott , UT 64399"
630,REPORT630,STATUS3,ADDRTYPE2,"USNS Gonzalez
FPO AA 38114",Cycles,1.0,0.0,1.0,2.0,1,0,1,2023-03-17,2023-08-26 03:25:08,Clear,Ice,Dark - No Street Lights,N,Y,USNS Gonzalez FPO AA 38114
631,REPORT631,STATUS1,ADDRTYPE1,"53110 Hernandez Turnpike
North Amyfurt, TX 67032",Pedestrian,2.0,2.0,1.0,3.0,1,1,0,2023-04-28,2023-03-30 03:25:08,Severe Crosswind,Standing Water,Dark - Street Lights On,N,Y,"53110 Hernandez Turnpike North Amyfurt , TX 67032"
632,REPORT632,STATUS2,ADDRTYPE3,"03630 Williams Circles
New Shannon, KS 99650",Pedestrian,5.0,2.0,1.0,3.0,1,1,1,2024-01-13,2023-09-25 03:25:08,Blowing Sand/Dirt,Oil,Dark - Street Lights On,N,Y,"03630 Williams Circles New Shannon , KS 99650"
633,REPORT633,STATUS2,ADDRTYPE2,"USNS Beard
FPO AP 43302",Other,4.0,2.0,0.0,1.0,2,0,1,2023-06-20,2023-02-23 03:25:08,Blowing Sand/Dirt,Unknown,Dark - Street Lights On,Y,Y,USNS Beard FPO AP 43302
634,REPORT634,STATUS3,ADDRTYPE1,"13113 Samuel Circle
New William, KS 82076",Other,4.0,0.0,0.0,1.0,0,1,1,2023-04-21,2023-04-20 03:25:08,Severe Crosswind,Standing Water,Dark - Street Lights Off,N,N,"13113 Samuel Circle New William , KS 82076"
635,REPORT635,STATUS3,ADDRTYPE1,"9231 Kathleen Vista
New Samuel, HI 04137",Cycles,4.0,1.0,0.0,1.0,0,1,1,2023-12-01,2023-09-25 03:25:08,Blowing Sand/Dirt,Wet,Unknown,N,Y,"9231 Kathleen Vista New Samuel , HI 04137"
636,REPORT636,STATUS1,ADDRTYPE1,"5691 Barbara Ranch
Davisberg, DE 70438",Left Turn,1.0,1.0,1.0,1.0,1,0,0,2024-02-04,2024-02-18 03:25:08,Fog/Smog/Smoke,Wet,Dusk,N,Y,"5691 Barbara Ranch Davisberg , DE 70438"
637,REPORT637,STATUS3,ADDRTYPE1,"21048 Miller Stravenue Apt. 761
West Bobbyberg, PR 01256",Parked Car,4.0,2.0,1.0,3.0,2,0,0,2023-12-06,2024-01-02 03:25:08,Snowing,Standing Water,Dusk,N,N,"21048 Miller Stravenue Apt . 761 West Bobbyberg , PR 01256"
638,REPORT638,STATUS3,ADDRTYPE2,"50970 Anne Mountains
Port Ronaldhaven, UT 70073",Sideswipe,4.0,2.0,1.0,3.0,2,0,1,2023-08-16,2023-11-17 03:25:08,Other,Ice,Unknown,Y,N,"50970 Anne Mountains Port Ronaldhaven , UT 70073"
639,REPORT639,STATUS2,ADDRTYPE1,"673 Evan Course Apt. 600
North Michael, OR 14236",Other,2.0,2.0,0.0,1.0,2,1,0,2023-12-09,2023-06-07 03:25:08,Fog/Smog/Smoke,Ice,Unknown,N,Y,"673 Evan Course Apt . 600 North Michael , OR 14236"
640,REPORT640,STATUS2,ADDRTYPE3,"62376 Hahn Courts
Lake Jill, AZ 49875",Angles,3.0,0.0,1.0,1.0,1,0,1,2024-01-10,2023-02-26 03:25:08,Other,Wet,Daylight,Y,N,"62376 Hahn Courts Lake Jill , AZ 49875"
641,REPORT641,STATUS2,ADDRTYPE3,"15946 Kyle Lane
Nobleport, CO 96736",Rear Ended,2.0,1.0,0.0,3.0,1,0,0,2023-10-17,2023-04-07 03:25:08,Overcast,Snow/Slush,Other,N,N,"15946 Kyle Lane Nobleport , CO 96736"
642,REPORT642,STATUS1,ADDRTYPE2,"7573 Espinoza Knoll Apt. 578
West Mark, RI 51842",Pedestrian,2.0,0.0,0.0,1.0,0,0,1,2024-01-11,2023-06-20 03:25:08,Overcast,Unknown,Dark - Street Lights On,N,N,"7573 Espinoza Knoll Apt . 578 West Mark , RI 51842"
643,REPORT643,STATUS1,ADDRTYPE1,"USCGC Brown
FPO AP 95657",Rear Ended,3.0,2.0,0.0,2.0,0,0,1,2024-02-13,2023-09-16 03:25:08,,,,N,Y,USCGC Brown FPO AP 95657
644,REPORT644,STATUS3,ADDRTYPE3,"993 Brett Junctions
Deannaville, CA 11688",Other,3.0,2.0,0.0,3.0,0,0,0,2023-05-04,2023-03-04 03:25:08,Unknown,Standing Water,Dark - Street Lights On,N,N,"993 Brett Junctions Deannaville , CA 11688"
645,REPORT645,STATUS3,ADDRTYPE1,"886 Castaneda Shores
New Kristina, PW 80227",Other,4.0,0.0,1.0,2.0,1,1,1,2023-07-21,2023-10-20 03:25:08,Fog/Smog/Smoke,Oil,Dark - Street Lights On,Y,Y,"886 Castaneda Shores New Kristina , PW 80227"
646,REPORT646,STATUS1,ADDRTYPE3,"51718 David Locks Apt. 295
Aguilartown, ME 57236",Angles,2.0,2.0,1.0,2.0,1,0,1,2023-12-05,2023-11-24 03:25:08,Blowing Sand/Dirt,Standing Water,Dark - Street Lights Off,Y,Y,"51718 David Locks Apt . 295 Aguilartown , ME 57236"
647,REPORT647,STATUS1,ADDRTYPE3,"087 Lee Square Apt. 183
Schultztown, FM 05347",Angles,1.0,1.0,0.0,3.0,2,0,0,2023-11-18,2023-09-11 03:25:08,Snowing,Other,Dark - Street Lights Off,N,Y,"087 Lee Square Apt . 183 Schultztown , FM 05347"
648,REPORT648,STATUS2,ADDRTYPE3,"69449 Williams Streets Suite 096
Kristinland, FM 29676",Rear Ended,5.0,2.0,0.0,3.0,1,0,1,2023-06-24,2023-03-08 03:25:08,Severe Crosswind,Ice,Dark - Street Lights Off,Y,N,"69449 Williams Streets Suite 096 Kristinland , FM 29676"
649,REPORT649,STATUS1,ADDRTYPE2,"316 Elizabeth Dam
Jennifershire, OK 00786",Cycles,5.0,1.0,1.0,2.0,0,0,1,2023-12-10,2024-01-15 03:25:08,Severe Crosswind,Standing Water,Dark - Street Lights Off,N,Y,"316 Elizabeth Dam Jennifershire , OK 00786"
650,REPORT650,STATUS1,ADDRTYPE3,"5031 Mason Burgs Suite 813
Ballhaven, LA 80037",Rear Ended,5.0,2.0,0.0,1.0,0,1,1,2023-05-25,2023-11-26 03:25:08,Other,Snow/Slush,Other,Y,Y,"5031 Mason Burgs Suite 813 Ballhaven , LA 80037"
651,REPORT651,STATUS3,ADDRTYPE1,"76985 Farley Landing Suite 975
North Matthewstad, NH 60456",Other,2.0,0.0,1.0,1.0,1,0,0,2023-02-27,2023-11-16 03:25:08,Raining,Other,Unknown,Y,N,"76985 Farley Landing Suite 975 North Matthewstad , NH 60456"
652,REPORT652,STATUS3,ADDRTYPE2,"174 Hill Estates
Philipstad, NV 74462",Rear Ended,3.0,2.0,0.0,3.0,3,0,1,2023-09-19,2023-09-02 03:25:08,Other,Other,Dark - No Street Lights,Y,N,"174 Hill Estates Philipstad , NV 74462"
653,REPORT653,STATUS2,ADDRTYPE2,"91117 Jon Freeway Suite 588
North Charles, WA 28216",Pedestrian,4.0,2.0,0.0,2.0,2,1,1,2023-06-24,2023-07-01 03:25:08,Snowing,Wet,Unknown,N,N,"91117 Jon Freeway Suite 588 North Charles , WA 28216"
654,REPORT654,STATUS1,ADDRTYPE3,"USCGC Ray
FPO AE 44542",Cycles,4.0,0.0,0.0,2.0,1,0,0,2023-07-24,2023-12-09 03:25:08,Overcast,Other,Dark - Street Lights On,Y,N,USCGC Ray FPO AE 44542
655,REPORT655,STATUS3,ADDRTYPE2,"28080 Anne Port
Richardview, IL 49110",Other,5.0,2.0,1.0,3.0,3,1,0,2023-08-31,2024-02-13 03:25:08,Raining,Oil,Dawn,N,N,"28080 Anne Port Richardview , IL 49110"
656,REPORT656,STATUS1,ADDRTYPE3,"USNS Young
FPO AA 24883",Other,4.0,0.0,0.0,3.0,0,1,0,2023-07-07,2023-03-15 03:25:08,Snowing,Oil,Dark - No Street Lights,Y,Y,USNS Young FPO AA 24883
657,REPORT657,STATUS1,ADDRTYPE1,"2484 Tammy Trafficway Suite 249
North Matthewville, SC 07313",Rear Ended,1.0,0.0,1.0,2.0,1,0,0,2023-03-26,2023-06-22 03:25:08,Snowing,Oil,Unknown,Y,Y,"2484 Tammy Trafficway Suite 249 North Matthewville , SC 07313"
658,REPORT658,STATUS2,ADDRTYPE2,"00518 Tonya Shores Apt. 668
Kennethchester, MH 37498",Parked Car,1.0,1.0,0.0,2.0,2,1,1,2023-03-01,2023-07-15 03:25:08,Sleet/Hail/Freezing Rain,Standing Water,Dark - Street Lights Off,Y,Y,"00518 Tonya Shores Apt . 668 Kennethchester , MH 37498"
659,REPORT659,STATUS1,ADDRTYPE3,"27092 Robert Square Apt. 440
Rachelport, MI 63214",Sideswipe,3.0,2.0,0.0,3.0,3,0,0,2024-02-13,2023-09-01 03:25:08,Sleet/Hail/Freezing Rain,Ice,Dawn,Y,N,"27092 Robert Square Apt . 440 Rachelport , MI 63214"
660,REPORT660,STATUS2,ADDRTYPE2,"86148 Charles Ports Apt. 017
Danielside, LA 02797",Other,4.0,2.0,0.0,2.0,3,1,1,2023-09-26,2024-02-09 03:25:08,Unknown,Standing Water,Other,N,Y,"86148 Charles Ports Apt . 017 Danielside , LA 02797"
661,REPORT661,STATUS3,ADDRTYPE2,"95071 Julia Key Apt. 229
East Daniel, OR 21760",Left Turn,2.0,2.0,1.0,1.0,1,1,1,2023-12-25,2023-11-21 03:25:08,Overcast,Sand/Mud/Dirt,Dark - Street Lights On,Y,Y,"95071 Julia Key Apt . 229 East Daniel , OR 21760"
662,REPORT662,STATUS3,ADDRTYPE1,"79384 Johnson Roads
New Mark, MH 59944",Left Turn,4.0,1.0,0.0,3.0,1,0,0,2023-12-02,2023-10-07 03:25:08,Snowing,Sand/Mud/Dirt,Unknown,Y,N,"79384 Johnson Roads New Mark , MH 59944"
663,REPORT663,STATUS3,ADDRTYPE3,"334 Lester Shoal Suite 576
Patriciaport, PR 54034",Other,2.0,2.0,1.0,1.0,3,1,1,2024-01-20,2024-01-11 03:25:08,Snowing,Snow/Slush,Dawn,N,Y,"334 Lester Shoal Suite 576 Patriciaport , PR 54034"
664,REPORT664,STATUS3,ADDRTYPE3,"PSC 4928, Box 8169
APO AA 67018",Sideswipe,5.0,1.0,0.0,3.0,0,0,0,2023-03-28,2023-11-24 03:25:08,Severe Crosswind,Sand/Mud/Dirt,Dark - Street Lights Off,N,N,"PSC 4928 , Box 8169 APO AA 67018"
665,REPORT665,STATUS2,ADDRTYPE1,"8547 Hogan Knoll
Ericshire, UT 71128",Parked Car,2.0,1.0,0.0,3.0,2,1,1,2024-02-03,2023-03-09 03:25:08,Raining,Unknown,Dusk,Y,N,"8547 Hogan Knoll Ericshire , UT 71128"
666,REPORT666,STATUS2,ADDRTYPE1,"27611 Martin Corners Suite 838
North Kennethtown, MI 12672",Other,5.0,2.0,1.0,2.0,0,1,0,2023-04-16,2024-02-15 03:25:08,Unknown,Unknown,Dusk,N,N,"27611 Martin Corners Suite 838 North Kennethtown , MI 12672"
667,REPORT667,STATUS3,ADDRTYPE3,"72687 Prince Drive Apt. 774
Port Christina, MH 15007",Pedestrian,1.0,2.0,0.0,1.0,3,1,0,2023-11-23,2023-04-21 03:25:08,Snowing,Standing Water,Dark - No Street Lights,N,Y,"72687 Prince Drive Apt . 774 Port Christina , MH 15007"
668,REPORT668,STATUS3,ADDRTYPE2,"215 Christina Corners Apt. 636
Lake Brendaport, NV 11624",Sideswipe,4.0,0.0,0.0,2.0,0,0,0,2023-06-07,2023-08-23 03:25:08,Overcast,Snow/Slush,Dark - Street Lights On,N,N,"215 Christina Corners Apt . 636 Lake Brendaport , NV 11624"
669,REPORT669,STATUS3,ADDRTYPE1,"076 Russo Manors Suite 017
Garciaton, ND 44434",Sideswipe,3.0,1.0,0.0,1.0,1,0,0,2023-11-29,2023-06-22 03:25:08,Raining,Dry,Dark - No Street Lights,N,N,"076 Russo Manors Suite 017 Garciaton , ND 44434"
670,REPORT670,STATUS2,ADDRTYPE1,"018 Rocha Common Apt. 578
West Lisamouth, DC 57401",Rear Ended,4.0,1.0,1.0,2.0,3,0,0,2024-02-14,2023-04-27 03:25:08,Unknown,Oil,Other,Y,Y,"018 Rocha Common Apt . 578 West Lisamouth , DC 57401"
671,REPORT671,STATUS3,ADDRTYPE2,"351 Jason Locks
Prestonfurt, NE 25529",Parked Car,5.0,1.0,0.0,3.0,2,0,0,2023-08-01,2024-02-19 03:25:08,Blowing Sand/Dirt,Other,Dark - Street Lights On,N,Y,"351 Jason Locks Prestonfurt , NE 25529"
672,REPORT672,STATUS2,ADDRTYPE3,"PSC 5976, Box 6673
APO AE 58537",Pedestrian,4.0,1.0,1.0,1.0,2,1,1,2023-07-18,2023-06-14 03:25:08,Blowing Sand/Dirt,Sand/Mud/Dirt,Dawn,N,Y,"PSC 5976 , Box 6673 APO AE 58537"
673,REPORT673,STATUS1,ADDRTYPE2,"8031 Flores Bridge
Paulamouth, ID 05897",Cycles,3.0,1.0,1.0,1.0,0,0,0,2023-03-08,2023-10-16 03:25:08,Overcast,Unknown,Daylight,Y,Y,"8031 Flores Bridge Paulamouth , ID 05897"
674,REPORT674,STATUS3,ADDRTYPE1,"PSC 6915, Box 0792
APO AP 03870",Rear Ended,5.0,0.0,1.0,3.0,0,0,0,2023-07-02,2023-06-23 03:25:08,Clear,Wet,Daylight,Y,Y,"PSC 6915 , Box 0792 APO AP 03870"
675,REPORT675,STATUS2,ADDRTYPE2,"4019 Clark Cliffs Suite 868
North Johnbury, MN 41834",Left Turn,5.0,0.0,0.0,3.0,2,1,1,2023-05-12,2023-12-25 03:25:08,Severe Crosswind,Standing Water,Daylight,N,N,"4019 Clark Cliffs Suite 868 North Johnbury , MN 41834"
